area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,Thavarekere,7 Bedroom,Unknown,600.0,4.5,2.0,108.0
Super built-up  Area,18-Apr,Marathahalli,2 BHK,Unknown,1102.0,2.0,2.0,53.67
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478.0,2.0,2.0,125.0
Carpet  Area,18-Dec,Hebbal,2 BHK,Arcia S,823.0,2.0,1.0,50.63
Super built-up  Area,21-Dec,Abbigere,2 BHK,Unknown,880.0,2.0,1.0,35.0
Built-up  Area,Ready To Move,KR Puram,4 Bedroom,Unknown,600.0,4.5,2.0,75.0
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991.0,4.0,2.0,100.0
Built-up  Area,Ready To Move,TC Palaya,3 BHK,Unknown,1100.0,3.0,1.0,50.0
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745.0,3.0,2.0,115.0
Built-up  Area,17-Sep,HAL 2nd Stage,2 BHK,Unknown,1226.0,3.0,1.0,135.0
Plot  Area,Ready To Move,Begur Road,3 Bedroom,Unknown,680.0,4.0,1.0,68.0
Super built-up  Area,Ready To Move, Devarabeesana Halli,2 BHK,Unknown,1100.0,2.0,1.0,70.0
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,Unknown,1200.0,4.0,3.0,195.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Sorta S,1450.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Singasandra,4 BHK,Unknown,2490.0,4.0,2.0,120.0
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Unknown,1150.0,2.0,1.0,54.0
Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,Unknown,2200.0,4.0,2.0,195.0
Built-up  Area,Ready To Move,Bommanahalli,2 BHK,Unknown,1090.0,3.0,2.0,44.0
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Binorn ,1132.0,2.0,2.0,42.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1375.0,2.0,2.0,80.0
Plot  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,Unknown,1500.0,4.5,3.0,220.0
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760.0,1.0,2.0,50.3
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Unknown,1180.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,45.0
Plot  Area,Ready To Move,Rachenahalli,5 Bedroom,Unknown,600.0,4.5,2.0,50.0
Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,Unknown,1200.0,1.0,0.0,53.0
Plot  Area,Ready To Move,1st Block HRBR Layout,7 Bedroom,Unknown,2400.0,4.5,3.0,225.0
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1728.0,3.0,2.0,95.0
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215.0,3.0,1.0,225.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Crentt ,1200.0,2.0,2.0,80.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,Vador S,1280.0,2.0,2.0,56.0
Plot  Area,Ready To Move,Hulimavu,4 Bedroom,Unknown,800.0,4.0,2.0,110.0
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1455.0,2.0,2.0,56.0
Super built-up  Area,20-Aug, Rachenahalli,1 RK,AsNowre,440.0,1.0,0.0,28.0
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1500.0,3.0,2.0,97.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1800.0,3.0,2.0,110.0
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,Unknown,1525.0,3.0,2.0,96.0
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Unknown,1204.0,2.0,3.0,38.5
Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1225.0,2.0,1.0,53.55
Built-up  Area,Ready To Move,Kalyan nagar,6 Bedroom,Unknown,800.0,4.5,3.0,98.0
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1650.0,3.0,2.0,122.0
Built-up  Area,Ready To Move,Electronic City,3 BHK,Itelaa ,880.0,2.0,1.0,18.0
Built-up  Area,Ready To Move,Bikasipura,4 Bedroom,Unknown,2490.0,4.0,2.0,225.0
Plot  Area,Ready To Move,Tippenahalli,2 Bedroom,Unknown,1200.0,2.0,0.0,55.0
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Unknown,1152.0,4.0,1.0,225.0
Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005.0,2.0,1.0,42.0
Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1562.0,3.0,2.0,103.0
Built-up  Area,Ready To Move,Devanahalli,4 Bedroom,Soyleif,2490.0,4.5,2.0,225.0
Plot  Area,Ready To Move,Babusapalaya,6 Bedroom,Unknown,810.0,4.5,2.0,95.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Unknown,1200.0,2.0,3.0,42.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Unknown,1555.0,3.0,2.0,82.5
Plot  Area,Ready To Move,KR Puram,2 Bedroom,Unknown,1550.0,2.0,1.0,71.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BainePr,1190.0,2.0,2.0,67.0
Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,KsonsCa,1070.0,2.0,2.0,50.0
Plot  Area,Immediate Possession,Sarjapur  Road,Unknown,AsdiaAr,1275.0,2.0,2.0,28.785
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020.0,2.0,1.0,42.48
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Unknown,1610.0,3.0,1.0,115.0
Super built-up  Area,Ready To Move,Prestige Sunrise,1 BHK,Unknown,700.0,1.0,1.0,41.0
Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1300.0,2.0,1.0,49.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420.0,2.0,1.0,123.0
Plot  Area,Ready To Move,Vidyaranyapura,9 Bedroom,Unknown,1200.0,4.5,2.0,100.0
Carpet  Area,18-Dec,Hebbal,3 BHK,Arcia S,1069.0,3.0,2.0,65.4
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1900.0,3.0,3.0,123.0
Super built-up  Area,18-May,Old Airport Road,2 BHK,Jaades ,1655.0,2.0,1.0,97.65
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155.0,2.0,2.0,40.42
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1300.0,2.0,2.0,70.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Amhidte,1100.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Arensh ,1030.0,2.0,2.0,42.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,2105.0,2.0,1.0,70.2
Built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1700.0,3.0,2.0,126.0
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1760.0,3.0,2.0,139.0
Built-up  Area,Ready To Move,Kadugodi,9 Bedroom,Unknown,2490.0,4.5,0.0,200.0
Built-up  Area,Ready To Move,1st Stage Indira Nagar,2 BHK,Unknown,1400.0,2.0,1.0,67.0
Super built-up  Area,Ready To Move,Srigandada Kaval,2 BHK,Unknown,1200.0,2.0,0.0,53.0
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Haaceal,912.0,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,1102.0,2.0,1.0,48.0
Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535.0,3.0,1.0,55.0
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243.0,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,63.2
Super built-up  Area,Ready To Move,Begur Road,3 BHK,MJilayl,1500.0,2.0,3.0,70.0
Plot  Area,Ready To Move,Mathikere Extension,3 Bedroom,Unknown,2490.0,3.0,0.0,225.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1476.0,3.0,0.0,89.0
Super built-up  Area,18-Apr,Mysore Road,2 BHK,Unknown,1200.0,2.0,3.0,65.0
Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saityat,606.0,1.0,0.0,34.78
Super built-up  Area,Ready To Move,Viswajit Layout,2 BHK,Unknown,1100.0,2.0,3.0,61.0
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,Unknown,1295.0,2.0,1.0,59.5
Built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,AdingSV,527.0,1.0,0.0,26.0
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,Drerspe,1300.0,2.0,2.0,80.0
Plot  Area,Ready To Move,Bommanahalli,3 Bedroom,Unknown,680.0,4.0,1.0,68.0
Plot  Area,Ready To Move,Adityanagar,1 Bedroom,Unknown,1260.0,1.0,0.0,41.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,Vaanda ,1140.0,2.0,1.0,75.2
Plot  Area,Ready To Move,BDS Layout,1 Bedroom,Unknown,1500.0,1.0,0.0,37.5
Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321.0,4.0,1.0,128.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1390.0,2.0,2.0,62.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1725.0,3.0,3.0,90.0
Super built-up  Area,18-May,Hebbal,4 BHK,SNontle,2490.0,4.0,1.0,225.0
Super built-up  Area,18-Mar,Hennur Road,3 BHK,Koagati,1186.0,2.0,1.0,63.0
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,PrityFa,1230.0,2.0,1.0,85.0
Built-up  Area,Ready To Move, Mysore Highway,1 BHK,Unknown,600.0,1.0,1.0,17.0
Super built-up  Area,18-Dec,Yeshwanthpur,3 BHK,Unknown,1313.0,3.0,1.0,96.0
Super built-up  Area,Ready To Move,Ambalipura,2 BHK,Unknown,1250.0,2.0,2.0,66.25
Plot  Area,Ready To Move,HBR Layout,9 Bedroom,Unknown,1200.0,4.5,3.0,225.0
Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,660.0,1.0,1.0,54.0
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,Tinori ,1036.0,2.0,2.0,105.0
Built-up  Area,Ready To Move,Koramangala,4 BHK,Unknown,2490.0,4.0,3.0,225.0
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Teilsaf,1100.0,2.0,1.0,70.0
Plot  Area,Immediate Possession,Devanahalli,Unknown,Ajleyor,1275.0,2.0,2.0,46.8
Plot  Area,Ready To Move,BTM 2nd Stage,4 Bedroom,Unknown,1500.0,2.0,1.0,225.0
Plot  Area,Ready To Move,Singasandra,4 Bedroom,Unknown,525.0,4.5,2.0,56.0
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,GaicaVe,1015.0,2.0,1.0,56.0
Plot  Area,Ready To Move,Gottigere,1 Bedroom,Unknown,812.0,1.0,0.0,26.0
Built-up  Area,Ready To Move,Narayana Nagar 1st Block,3 BHK,Unknown,1360.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Ceste C,2167.0,3.0,3.0,170.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Unknown,1200.0,2.0,1.0,35.0
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,MJarlPe,1165.0,2.0,2.0,75.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,NDclenn,1274.0,2.0,2.0,70.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151.0,2.0,2.0,39.02
Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,Unknown,1060.0,4.5,3.0,110.0
Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1626.0,2.0,2.0,120.0
Super built-up  Area,Ready To Move,Banashankari Stage V,2 BHK,Unknown,1035.0,2.0,2.0,35.77
Plot  Area,Ready To Move,Shanthi Layout,3 Bedroom,Unknown,1272.0,4.0,0.0,75.0
Built-up  Area,Ready To Move,Jeevan bima nagar,2 BHK,Unknown,965.0,2.0,1.0,45.0
Plot  Area,Ready To Move,Esther Enclave Layout,5 Bedroom,Unknown,1600.0,4.5,2.0,140.0
Super built-up  Area,Ready To Move,Kothannur,2 BHK,Unknown,1070.0,2.0,1.0,42.79
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Spensas,1570.0,2.0,2.0,65.0
Built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,PSterAs,1275.0,2.0,2.0,38.0
Super built-up  Area,Ready To Move,Keerthi Layout,2 BHK,NianaKe,780.0,2.0,2.0,25.0
Super built-up  Area,Ready To Move,Ganga Nagar Extension,3 BHK,Unknown,1000.0,2.0,1.0,65.0
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,Unknown,1200.0,3.0,2.0,188.0
Built-up  Area,Ready To Move,Tindlu,7 Bedroom,Unknown,2490.0,4.5,2.0,225.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,Unknown,1700.0,2.0,3.0,100.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,RBersll,1850.0,3.0,2.0,110.0
Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,904.0,2.0,1.0,30.0
Super built-up  Area,Ready To Move,Shikaripalya,2 BHK,ALtonea,1121.0,2.0,1.0,43.72
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1385.0,2.0,2.0,58.17
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Rauil T,1270.0,2.0,1.0,69.85
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450.0,3.0,3.0,56.0
Plot  Area,Ready To Move,Huttanahalli,3 Bedroom,Unknown,2400.0,4.0,2.0,225.0
Super built-up  Area,Ready To Move,Mahadevpura,1 BHK,Unknown,730.0,1.0,1.0,35.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580.0,3.0,3.0,53.56
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Teire G,1111.0,2.0,1.0,50.0
Plot  Area,Ready To Move,Kengeri,4 Bedroom,Unknown,1125.0,2.0,1.0,88.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,Maine J,977.0,2.0,2.0,36.0
Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,Unknown,674.0,1.0,1.0,19.9
Plot  Area,18-Apr,Nagarbhavi,3 Bedroom,Unknown,600.0,3.0,1.0,83.0
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,2490.0,4.0,1.0,115.0
Super built-up  Area,17-Dec,Jakkur,2 BHK,BrdgeNo,1290.0,2.0,1.0,100.0
Plot  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,Unknown,600.0,3.0,1.0,98.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,795.0,2.0,1.0,32.54
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700.0,1.0,1.0,35.0
Built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1463.0,1.0,1.0,142.0
Built-up  Area,Ready To Move,Vijayanagar,3 Bedroom,Unknown,1000.0,3.0,0.0,140.0
Super built-up  Area,Ready To Move,Reliable Woods Layout,3 BHK,Unknown,1306.0,2.0,2.0,58.0
Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,Unknown,2401.0,3.0,2.0,185.0
Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1670.0,3.0,0.0,135.0
Built-up  Area,Ready To Move,Jayanagar,3 BHK,Rathira,1875.0,2.0,3.0,225.0
Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200.0,3.0,1.0,90.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Unknown,1804.0,3.0,2.0,121.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2065.0,4.0,1.0,210.0
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Deiveer,1225.0,3.0,1.0,40.0
Super built-up  Area,18-Nov,Thanisandra,2 BHK,Bhe 2ko,1275.0,2.0,0.0,58.68
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Trows M,900.0,2.0,2.0,56.0
Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1350.0,2.0,1.0,91.0
Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,Baowsig,700.0,1.0,0.0,36.0
Super built-up  Area,18-Jun,Mysore Road,2 BHK,Gopia O,1275.0,2.0,0.0,35.175
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,Unknown,1160.0,2.0,1.0,46.39
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1680.0,3.0,2.0,99.27
Carpet  Area,Ready To Move,LB Shastri Nagar,2 BHK,CharkR ,1043.0,2.0,2.0,55.0
Plot  Area,Ready To Move,Hoskote,4 Bedroom,Unknown,1200.0,4.0,1.0,120.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Diaveic,1040.0,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Tindlu,3 BHK,Shmolti,1357.0,2.0,2.0,65.0
Plot  Area,Ready To Move,Nayandanahalli,7 Bedroom,Unknown,1600.0,4.5,1.0,104.0
Super built-up  Area,18-Aug,Vibhutipura Extension,2 BHK,Unknown,1225.0,2.0,2.0,47.0
Plot  Area,Ready To Move,Sunkadakatte,9 Bedroom,Unknown,1500.0,4.5,1.0,80.0
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Unknown,1130.0,2.0,2.0,40.0
Built-up  Area,Ready To Move,Basavangudi,4 Bedroom,Unknown,2490.0,4.0,1.0,150.0
Carpet  Area,Ready To Move,Sultan Palaya,3 BHK,Unknown,1700.0,3.0,3.0,120.0
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1549.0,3.0,2.0,65.0
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Goandn ,1400.0,2.0,2.0,100.0
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1080.0,2.0,2.0,50.0
Built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1180.0,2.0,2.0,100.0
Plot  Area,Ready To Move,Chandra Layout,7 Bedroom,Unknown,780.0,4.5,3.0,150.0
Super built-up  Area,Ready To Move,Domlur,3 BHK,Saiewas,1800.0,3.0,2.0,150.0
Super built-up  Area,18-Aug,Haralur Road,2 BHK,SNnia E,1225.0,2.0,1.0,67.38
Built-up  Area,Ready To Move,Chandra Layout,1 BHK,Unknown,890.0,1.0,1.0,75.0
Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1005.0,2.0,1.0,39.59
Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1320.0,2.0,1.0,95.0
Built-up  Area,Ready To Move,Anandapura,4 BHK,Unknown,1475.0,2.0,1.0,50.0
Super built-up  Area,18-Dec,Kudlu Gate,3 BHK,Sanzaat,1275.0,2.0,2.0,99.745
Super built-up  Area,Ready To Move,Hagadur,2 BHK,SSoraba,1110.0,2.0,2.0,51.0
Plot  Area,18-Apr,Popular Colony,2 Bedroom,Unknown,1300.0,2.0,0.0,54.0
Plot  Area,Ready To Move,Vajarahalli,5 Bedroom,Unknown,600.0,3.0,1.0,86.0
Super built-up  Area,18-Aug,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,65.35
Super built-up  Area,22-May,Jakkur,2 BHK,SoineC ,1452.19,2.0,1.0,100.0
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,Unknown,2400.0,3.0,2.0,225.0
Super built-up  Area,18-Jul,Banashankari,3 BHK,Rallse ,2490.0,4.0,1.0,135.0
Super built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,Sowerew,2490.0,4.0,2.0,225.0
Built-up  Area,Ready To Move,Sanjay nagar,2 BHK,Unknown,630.0,1.0,1.0,35.0
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,Unknown,1243.0,2.0,2.0,48.5
Built-up  Area,Ready To Move,Soundarya Layout,2 BHK,Goe 3la,960.0,2.0,2.0,32.0
Super built-up  Area,Ready To Move,"Banashankari 6th Stage ,Subramanyapura",3 BHK,Unknown,1690.0,3.0,2.0,100.0
Built-up  Area,Ready To Move,Whitefield,2 BHK,JahanSa,735.0,2.0,1.0,35.0
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,Unknown,1365.0,2.0,2.0,73.0
Super built-up  Area,Ready To Move,Rajaji Nagar,5 BHK,Pumesim,2490.0,4.5,0.0,225.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420.0,2.0,1.0,99.39
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,Unknown,1570.0,3.0,3.0,68.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,850.0,1.0,1.0,32.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575.0,2.0,2.0,110.0
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1418.0,2.0,2.0,104.0
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Unknown,1050.0,2.0,1.0,42.0
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,GSideS ,1065.0,2.0,1.0,42.6
Built-up  Area,Ready To Move,Ulsoor,3 BHK,Unknown,1340.0,3.0,0.0,90.0
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Unknown,1610.0,3.0,2.0,92.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1160.0,2.0,1.0,33.5
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1092.0,2.0,2.0,44.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Apows M,1455.0,3.0,1.0,61.5
Super built-up  Area,18-Jun,Abbigere,1 BHK,DSestma,734.0,1.0,0.0,19.82
Built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,799.0,2.0,1.0,38.0
Built-up  Area,Ready To Move,Whitefield,3 BHK,Unknown,1896.0,3.0,1.0,75.0
Super built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1100.0,2.0,1.0,48.0
Built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1350.0,2.0,1.0,79.0
Super built-up  Area,Ready To Move,Amarjyothi Colony,3 BHK,Unknown,1355.0,3.0,1.0,61.0
Plot  Area,Ready To Move,Pattanagere,2 Bedroom,Unknown,1350.0,2.0,0.0,90.0
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Lelia M,2490.0,3.0,2.0,225.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Unknown,1493.0,3.0,2.0,82.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1098.0,2.0,1.0,43.91
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Unknown,1900.0,2.0,1.0,170.0
Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,Sancya ,1460.0,3.0,2.0,88.0
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Unknown,2350.0,4.0,3.0,225.0
Plot  Area,Ready To Move,Horamavu Banaswadi,5 Bedroom,Unknown,1600.0,4.5,3.0,140.0
Super built-up  Area,Ready To Move,Varthur,2 BHK,Hirio L,1091.0,2.0,1.0,32.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Inurave,1180.0,2.0,3.0,42.0
Super built-up  Area,19-Dec,Kanakpura Road,2 BHK,PrityFa,1366.0,3.0,1.0,76.85
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,DSureSi,1685.0,3.0,2.0,95.0
Built-up  Area,Ready To Move,Koramangala,2 BHK,Gencysi,1260.0,2.0,3.0,100.0
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Chpana ,2490.0,3.0,2.0,200.0
Plot  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,Unknown,1330.0,4.0,1.0,140.0
Plot  Area,Ready To Move,Mallasandra,2 Bedroom,Unknown,1200.0,2.0,0.0,130.0
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1346.0,2.0,1.0,96.17
Super built-up  Area,18-Aug,Chandapura,1 BHK,Dhowsyo,630.0,1.0,0.0,13.86
Super built-up  Area,19-May,Sarjapur  Road,3 BHK,Klark L,1275.0,2.0,2.0,98.94
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850.0,3.0,2.0,140.0
Plot  Area,Ready To Move,Frazer Town,5 Bedroom,Unknown,2350.0,2.0,0.0,225.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,755.0,1.0,1.0,34.0
Plot  Area,Ready To Move,Basaveshwara Nagar Yelahanka,5 Bedroom,Unknown,800.0,4.5,2.0,98.0
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194.0,2.0,2.0,46.0
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,2490.0,4.5,2.0,225.0
Super built-up  Area,18-Jul,Hebbal,4 BHK,Cehosy ,2490.0,4.0,2.0,225.0
Plot  Area,18-Apr,Kurubarahalli,1 Bedroom,Unknown,800.0,1.0,0.0,52.0
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Leino C,2250.0,3.0,1.0,195.0
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1352.0,2.0,2.0,68.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2002.0,3.0,2.0,112.0
Plot  Area,Ready To Move,Bileshivale,4 Bedroom,FeowsMe,2490.0,4.5,1.0,225.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,KuncyRe,1060.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1419.59,2.0,1.0,59.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1196.0,2.0,2.0,51.15
Built-up  Area,18-Dec,Electronic City,3 BHK,Unknown,1220.0,2.0,2.0,35.24
Super built-up  Area,18-Apr,Electronics City Phase 1,3 BHK,Shitt S,1595.0,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Banashankari,2 BHK,Goeesem,1260.0,2.0,3.0,75.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Unknown,1100.0,2.0,2.0,47.0
Super built-up  Area,Ready To Move,Frazer Town,2 BHK,Asneren,1550.0,2.0,2.0,140.0
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,Unknown,1180.0,2.0,3.0,52.0
Plot  Area,18-Dec,Electronic City,4 Bedroom,Janaala,2490.0,4.5,1.0,150.0
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662.0,3.0,2.0,85.0
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,Unknown,1080.0,4.0,1.0,75.0
